corrupted,correct
Brc1cc(CCN2CCCCCCl2)no1,Cc1cc(CCN2CCCCC2)no1
Cc1cc(CCN2CCCCC2)no,Cc1cc(CCN2CCCCC2)no1
CCOP(=O)(N=C1SCCS1)OC,CCOP(=O)(N=C1SCCS1)OCC
CCOP(=O)(N=C12SCCS1)OCC,CCOP(=O)(N=C1SCCS1)OCC
CCOP(=O)(N=C1SCCS1)OCCC,CCOP(=O)(N=C1SCCS1)OCC
O=C1CCCCCCCCCCN1,O=C1CCCCCCCCCCCN1
OC1CCCC)CCCCCCN1,O=C1CCCCCCCCCCCN1
CCC(C)C1(CC)C(=O)N=C(S)N=C1[O-](.[Na+],CCC(C)C1(CC)C(=O)N=C(S)N=C1[O-].[Na+]
CCC(C)C1(CC)C(=O)N=C(S)N=C1[O-].,CCC(C)C1(CC)C(=O)N=C(S)N=C1[O-].[Na+]
CCC(C)C1(CC)C(=O)N=C(S)N=CBr[O-].[Na+],CCC(C)C1(CC)C(=O)N=C(S)N=C1[O-].[Na+]
CCC(C)C1(CC)C(BrO)N=C(S)NC1=O,CCC(C)C1(CC)C(=O)N=C(S)NC1=O
CCC(C)C1)CC)C(=O(N=C(S)NC1=O,CCC(C)C1(CC)C(=O)N=C(S)NC1=O
CCC(C)C(1CC)C(=O)N=C(S)NC1=O,CCC(C)C1(CC)C(=O)N=C(S)NC1=O
O[Si](O)(c1ccccc1)c1ccccc,O[Si](O)(c1ccccc1)c1ccccc1
OC[Si]()(c1cc)cc1)c1ccccc1,O[Si](O)(c1ccccc1)c1ccccc1
Nc1cc2cccNcc2c2ccccc12,Nc1cc2ccccc2c2ccccc12
Nc1cc2ccccc2c2ccccc,Nc1cc2ccccc2c2ccccc12
O=C(c1ccccc1)c1ccccc1,O=CC(c1ccccc1)c1ccccc1
O=CC(c1cccc1)c1Clcc1cc1,O=CC(c1ccccc1)c1ccccc1
O=CC(c1ccccc1)c1ccccc,O=CC(c1ccccc1)c1ccccc1
O=NNNC1CCCCCC1)C1CCCCC1,O=NN(C1CCCCC1)C1CCCCC1
O=NN(C1CCCCC1)C1CCCCC,O=NN(C1CCCCC1)C1CCCCC1
Oc1ccc(-c2cc3ccccc3[nH]2)cc1,c1ccc(-c2cc3ccccc3[nH]2)cc1
c1ccc(-c2cc3ccccc3[nH]2)cc,c1ccc(-c2cc3ccccc3[nH]2)cc1
COc1ccc(1C(N)=NOC(C)=O)cc1,COc1ccc(C(N)=NOC(C)=O)cc1
Oc1cc2c(C(N)=NOC(C)=O)cc1,COc1ccc(C(N)=NOC(C)=O)cc1
COc1ccc(C(N)=NOC(C)=O)cc,COc1ccc(C(N)=NOC(C)=O)cc1
CCCCCCCCc1ccccc1,CCCCCCCCc1ccccc1O
CCCCCCCc1cccSc1O,CCCCCCCCc1ccccc1O
CCCC)Cc)Cc1ccCcc1O,CCCCCCCCc1ccccc1O
CC(C)[NH2+]CC(O)c1ccc(O)c(O)1.[Cl-],CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1.[Cl-]
CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1.,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1.[Cl-]
CC(C)[NH2+]CC(O)O1ccc(O)c(O)c1.[Cl-],CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1.[Cl-]
Clc1cccc(OCc2ccccc2)c,Clc1cccc(OCc2ccccc2)c1
Clc1cccc(O)Cc2ccccc2)c1,Clc1cccc(OCc2ccccc2)c1
Clc1ccc2(OCc2ccccc2)c1,Clc1cccc(OCc2ccccc2)c1
c1ccc(N=Nc2ccccc2)cc1,Cc1ccc(N=Nc2ccccc2)cc1
Cc1ccc(N=Nc2ccccc2)cBrc1,Cc1ccc(N=Nc2ccccc2)cc1
Cc1ccc(N=Nc2ccBrccc2)cc1,Cc1ccc(N=Nc2ccccc2)cc1
N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O),N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O
N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(2O)O,N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O
CCOP(=O)(Br=C1SCC(C)S1)OCC,CCOP(=O)(N=C1SCC(C)S1)OCC
CNOP(=O)(N=C1SCC(C)S1)OCC,CCOP(=O)(N=C1SCC(C)S1)OCC
CCOP(=O)(=C1SCC(C)S1)OCC,CCOP(=O)(N=C1SCC(C)S1)OCC
COP(=O)(O)Oc=1ccc([N+](=O)[O-])cc1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
BrOP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
COP(=O)(OC)O1cccc([N+](=O)[O-])cc1,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1
COc1nn(CSP(=S)(OC)HC)c(=O)s1,COc1nn(CSP(=S)(OC)OC)c(=O)s1
COc1nn(CSP(=S)(OC)OC)c(=O)s,COc1nn(CSP(=S)(OC)OC)c(=O)s1
COc1nn(CSP(=S)(OC)OC)c(O)s1,COc1nn(CSP(=S)(OC)OC)c(=O)s1
N(1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
Nc1ccn([C@H]2C[C@H](O)[C@@H](COSO2)c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
Nc1ccn([C@H]2C2(O)[C@@H](CO)O[C@H])c(=O)n1,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
ClC(=C(Cl)c1ccccc1)c1ccccc,ClC(=C(Cl)c1ccccc1)c1ccccc1
Nc1ccc2cc3ccc([NH3+])cc3nc2cH.[Cl-],Nc1ccc2cc3ccc([NH3+])cc3nc2c1.[Cl-]
c1ccc2cc3ccc([NH3+])cc3nc2c1.[Cl-],Nc1ccc2cc3ccc([NH3+])cc3nc2c1.[Cl-]
Nc1ccc2cc3ccc([NH3+])cc3nc2c1.,Nc1ccc2cc3ccc([NH3+])cc3nc2c1.[Cl-]
C[NH+](C)CCc1cc(Clc2ccccc2)no1.[Cl-],C[NH+](C)CCc1cc(-c2ccccc2)no1.[Cl-]
C[NH+](C)CCc1cc(-c2ccc1c2)no1.[Cl-],C[NH+](C)CCc1cc(-c2ccccc2)no1.[Cl-]
C[NH+](C)CCc1cc(-c2ccccc2)no1.,C[NH+](C)CCc1cc(-c2ccccc2)no1.[Cl-]
O=[N+]([O-])c1ccc(Sc2ccccc2)cc,O=[N+]([O-])c1ccc(Sc2ccccc2)cc1
COP(=S=(OC)SCSc1ccc(Cl)cc1,COP(=S)(OC)SCSc1ccc(Cl)cc1
COP(=S()(OC)SCSc1ccc(Cl)cc1,COP(=S)(OC)SCSc1ccc(Cl)cc1
COP(=S)(OC)SCSc1ccc(Cl)cc,COP(=S)(OC)SCSc1ccc(Cl)cc1
Cc1ccc(S(=O)(=O)CC2CCOCC2)cc1,Cc1ccc(S(=O)(=O)OC2CCCCC2)cc1
Cc1ccc(S(=O)(=O)OC2CCCCC2)cc,Cc1ccc(S(=O)(=O)OC2CCCCC2)cc1
Cc1ccc(S=O()(=O)NOC2CCCCC2)cc1,Cc1ccc(S(=O)(=O)OC2CCCCC2)cc1
OC(COCC[NH+]1CCCC1)c1ccccc1.[Cl-](,OC(COCC[NH+]1CCCC1)c1ccccc1.[Cl-]
OC(CClOCC[NH+]1CCCC1)c1ccccc1.[Cl-],OC(COCC[NH+]1CCCC1)c1ccccc1.[Cl-]
OC(COCC[NH+]1CCCC1)c1ccccc1.,OC(COCC[NH+]1CCCC1)c1ccccc1.[Cl-]
ClC(Cl)(NCl)c1nc(CBrBr)nc(C(Cl)(Cl)Cl)n1,ClC(Cl)(Cl)c1nc(CCBr)nc(C(Cl)(Cl)Cl)n1
ClC(Cl)(Cl)c1nc(CCBr)nc(CHClBr)(Cl)Cl)n1,ClC(Cl)(Cl)c1nc(CCBr)nc(C(Cl)(Cl)Cl)n1
ClC(Cl)(Cl)c1nOc(CCBr)nc(C(Cl)(Cl)Cl)n1,ClC(Cl)(Cl)c1nc(CCBr)nc(C(Cl)(Cl)Cl)n1
O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C,O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1
O=C1C=CC(=Cc2cc(Cl)c(O)c(Cl)c2)C=C1,O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1
O=C1Cl=CC(=Nc2cc(Cl)c(O)c(C)c2C=C1,O=C1C=CC(=Nc2cc(Cl)c(O)c(Cl)c2)C=C1
CN(C)C(=O)C(c1ccPccc1)c1ccccc1,CN(C)C(=O)C(c1ccccc1)c1ccccc1
CN(C)C(=O)C(c1ccccc1)c1ccccc,CN(C)C(=O)C(c1ccccc1)c1ccccc1
CN(CcC(=O)C(c1ccccc1)c1cccc)1,CN(C)C(=O)C(c1ccccc1)c1ccccc1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SCBr1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1
CC(=O)OCC1=C(C(=O)O(N2C(=O)C)N)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1
CC(=O)OCC1=C(C(=O)O)NS2C(=O)C(N)C2SC1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(N)C2SC1
Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
Nc1ncnc2c1cn2[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
O=c1oc2ccc(Br)cc2cc1-c1ccccn,O=c1oc2ccc(Br)cc2cc1-c1ccccn1
O=c1oc2ccc(Br)cc2cc1-c12ccc11,O=c1oc2ccc(Br)cc2cc1-c1ccccn1
C[N+](CS=c1ccc2nc3ccc(N)cc3sc-2c1.[Cl-],C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1.[Cl-]
C[N+](C)=c1ccc2n)3ccc(Nccc3sc-2c1.[Cl-],C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1.[Cl-]
C[N+](C)=c1ccc2n3ccc(N)cc3sc-2c1.[Cl-],C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1.[Cl-]
C[N+](C)=c1ccc2nc3cHc(N)cc3sc-2c1,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1
C[N+](C)=c1ccc2nc3ccc(NC)ccsc-2c1,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1
C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c,C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1
CCN(CC)CCc1nc(-c2ccccc2)Ono1,CCN(CC)CCc1nc(-c2ccccc2)no1
CCN(CC)CCc1nc(-c2c2cccc2)no1,CCN(CC)CCc1nc(-c2ccccc2)no1
CCN(CP)CCc1c(-c2ccccc2)no1,CCN(CC)CCc1nc(-c2ccccc2)no1
O=C(COCO)c1ccc(C(=O)OCCO)cc1,O=C(OCCO)c1ccc(C(=O)OCCO)cc1
O=C(OCCO)c1ccc(C(=O)OCCO)Brcc1,O=C(OCCO)c1ccc(C(=O)OCCO)cc1
O=C(OCCO)1ccc(C(=O)OCCO)cc1,O=C(OCCO)c1ccc(C(=O)OCCO)cc1
CCCCCCCC[N+](C)(C)Cc1ccccc1.,CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCC=C[N+](C)(C)Cc1cccccP[Cl-],CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCCC[N+](C)(C)Cc1cc1cc1.[Cl-],CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCC1(CCOC(N)=O)C(=ONC(=O)NC1=O,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O
CCCCC1(=COC(N)=OBrC(=O)NC(CO)NC1=O,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O
CCCCC1(CCOC(N)=Cl)C(=O)NC(=O)NC1=O,CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
COP(=O)(OC)OC(=CCl)c1cc(Cl)((Cl)cc1Cl,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
(OP(=O)(OC)OCC=CCl)c1cc(Cl)c(Cl)cc1Cl,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl
COP(=O)(OC)SCn1nnc2ccccc2c1=2O,COP(=O)(OC)SCn1nnc2ccccc2c1=O
COP(=O)(OC)SCn1nnc2ccccc2c1=,COP(=O)(OC)SCn1nnc2ccccc2c1=O
Cc1c(Cl)cccC1N=C=Nc1cccBrc(Cl)c1C,Cc1c(Cl)cccc1N=C=Nc1cccc(Cl)c1C
Cc1c(Cl)cccc1N=C=Nc1cccc()c1C,Cc1c(Cl)cccc1N=C=Nc1cccc(Cl)c1C
Cc1c(Cl)cccc1N=Ccc1cccN(Cl)c1C,Cc1c(Cl)cccc1N=C=Nc1cccc(Cl)c1C
(O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1
O=[N+]([O-])Sc1ccc(Nc2ccccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1
O=[N+]([O-])Nc1ccc(Nc2cccc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(Nc2ccccc2)c([N+](=O)[O-])c1
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
CCOP(=O)(OCC)Oc1cc(C)nc(C(C))C)n1,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
CCOP(=O)(OCCO)c1cc(C)nc(C(C)C)n1,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
CC(=O)Oc1cc(C(C)C)c(OCC[NH+](C)C)cc1C.,CC(=O)Oc1cc(C(C)C)c(OCC[NH+](C)C)cc1C.[Cl-]
Cc1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,Cc1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
Cc1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c,Cc1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
Cc1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=OCl[O-])c1,Cc1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
c1ccc2sc(CCc3nc4ccccc4s3)nc2c,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1
c1ccP2sc(CCc3nc4ccccc4s3)nc2c1,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1
c1ccc2sc(CCc3n=c4ccccc4s3)nc2c1,c1ccc2sc(CCc3nc4ccccc4s3)nc2c1
CNCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCCCCC[N+](C)(C)(c1ccccc.[Cl-],CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCC)CCCC[N+](C)(C)Cc1ccccc1.[Cl-],CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
CC12C=CC3=C4CCC(=O)C=C4CCClC3C1CC[C@]2(C)O,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@]2(C)O
CC12C)CC3=C4CPCC(=O)C=C4CCC3C1CC[C@]2(C)O,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@]2(C)O
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@]2(C),CC12C=CC3=C4CCC(=O)C=C4CCC3C1CC[C@]2(C)O
Cc1c2c(cc3ccccc13)-c1ccccc1C(O)C2,Cc1c2c(cc3ccccc13)-c1ccccc1C(O)C2O
C1cc2c(cc3ccccc13)-c1ccccc1C)(O)C2O,Cc1c2c(cc3ccccc13)-c1ccccc1C(O)C2O
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2C)OC(=O)CC[C@@H]12,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
C[C@]12C=CC(=O)C=C1C[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H],C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
CN1CCC(=C2c3ccccc3C=Cc3ccccc32CC1.Cl,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl
O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCC1.,O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCC1.[Cl-]
O=C(CC(c1ccccc1)1ccccc1)C[NH+]1CCCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCC1.[Cl-]
O=C(CC(c1ccccc1)c1cHccc1)C[NH+]C1C)CC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCC1.[Cl-]
O=C(CC(cO1ccccc1)c1ccccc1)CN1CCCC1,O=C(CC(c1ccccc1)c1ccccc1)CN1CCCC1
O=C(CC(c1ccccc1)c1ccccc1)CN1CCCC,O=C(CC(c1ccccc1)c1ccccc1)CN1CCCC1
O=H(CC(c1ccccc1)c1ccccc1)CN1CCCC1,O=C(CC(c1ccccc1)c1ccccc1)CN1CCCC1
O=[N+]([O-])c1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c,O=[N+]([O-])c1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
NO=[N+]([O-])c1Occc(Nc2ccc([N+](=c)[O-])cc2[N+](=O)[O-])c1,O=[N+]([O-])c1cccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
C[N+](C)(C)CCCCCC[N+](C)(C)C.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccH1,C[N+](C)(C)CCCCCC[N+](C)(C)C.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
C[N+](C)(C)CCCCCC[N+](C)(C).O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccc(c1,C[N+](C)(C)CCCCCC[N+](C)(C)C.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
C[N+](C)(C)CCCCCC[N+](C)(C)C=O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,C[N+](C)(C)CCCCCC[N+](C)(C)C.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1
CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC=O)O)C(=O)[O-],CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O),CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC(=O)OS)C(=O)[O-],CC[NH+](CC)Cc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CCN(CC)Cc1cc(C)on,CCN(CC)Cc1cc(C)on1
CCN(CC)Cc1)c(con1,CCN(CC)Cc1cc(C)on1
C(NCCC)Cc1cc(C)on1,CCN(CC)Cc1cc(C)on1
CC[NH+](CC)CCc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O),CC[NH+](CC)CCc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CC[NH+](CC)CCc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)PC(=O)[O-],CC[NH+](CC)CCc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CC[NH+](CO)Cc1cc(C)on1.C=C(O)CC(O)CC((=O)O)C(=O)[O-],CC[NH+](CC)CCc1cc(C)on1.O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CCN(CC)C1c1cc(C)on1,CCN(CC)CCc1cc(C)on1
CCN(CC)CCc1cc(C)on,CCN(CC)CCc1cc(C)on1
CCN(CC)CCc1c(C)on2,CCN(CC)CCc1cc(C)on1
C[NH+]1CC(=O)N=C1N.O=S(=O)([O-])[O-].[NH3+]CCc1c[nH]cccc(O)cc12,C[NH+]1CC(=O)N=C1N.O=S(=O)([O-])[O-].[NH3+]CCc1c[nH]c2ccc(O)cc12
C[NH+]1CC(=O)N=C(1N.O=S(=O)([O-])[O-].[NH3+]CNc1c[nH]c2ccc(O)cc12,C[NH+]1CC(=O)N=C1N.O=S(=O)([O-])[O-].[NH3+]CCc1c[nH]c2ccc(O)cc12
C[NH+]1CC(=O)N=C1N.O=S(=O)([O-])[O-].[nH]CCc1c[NH3+]c2ccc(O)cc12,C[NH+]1CC(=O)N=C1N.O=S(=O)([O-])[O-].[NH3+]CCc1c[nH]c2ccc(O)cc12
CCC(C)c21cc([N+](=O)[O-])c([N+](=O)[O-])c1OC(=O)OC(C)C,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C
CCC(C)c1cc([N+](=O)[O-])cc()[N+]S=O)[O-])c1OC(=O)OC(C)C,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C
CCC(C)c1cc([N+](=O)[O-])cc[N+](=O)[O-])c1OC(=O)OC(C)C,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C
O=C(CC2(c1ccccc1)c1ccccc1)C[NH+]1CCCCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCCC1.[Cl-]
O=C(CC(c1ccccc1)c1)cccc1)C[NH+]1CCCCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCCC1.[Cl-]
O=C(C1(c1ccccc1)c1ccccc1)C[NH+]1CCCCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCCCC1.[Cl-]
O=C(CC(c1ccccc1Sc1ccccc1)C[NH+]1CCOCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCOCC1.[Cl-]
O=C(CC(c1ccccc1)c1ccccc1)C1CSCOCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCOCC1.[Cl-]
O=C(CBr(c1ccccc1)c1ccccc1)C[NH+]1CCOCC1.[Cl-],O=C(CC(c1ccccc1)c1ccccc1)C[NH+]1CCOCC1.[Cl-]
O=C(CC(c1ccccc1)c1ccccc1)CN1CCOCC,O=C(CC(c1ccccc1)c1ccccc1)CN1CCOCC1
O=C(CC(c1ccccc1)c1ccccc1)CN1CCOBrC1,O=C(CC(c1ccccc1)c1ccccc1)CN1CCOCC1
O=C(CCcc1ccccc1)(1ccccc1)CN1CCOCC1,O=C(CC(c1ccccc1)c1ccccc1)CN1CCOCC1
CC1(C)SC2C(NC(=O)Cc3cccc3)C(=O)N2C1C(=O)O.[Ca+2],CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.[Ca+2]
CC1(C)SC2C(NC(=O)Cc3ccccc3C(=O)N2C1C(=O)O.[Ca+2],CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.[Ca+2]
CC1(C)SC2C(NCO=O)Cc3ccccBr3)(=()N2C1C(=O)O.[Ca+2],CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.[Ca+2]
O=C([O-]))CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+]
O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.,O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+]
O=C([O-])CCCO=()OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+],O=C([O-])CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1.[Na+]
CCOc1ccc(Cc2[nH+]ccc3cc(OCC)c(OCC)cc23)cc1OCC.,CCOc1ccc(Cc2[nH+]ccc3cc(OCC)c(OCC)cc23)cc1OCC.[Cl-]
CCOc1ccc(Cc2[nH+]ccc3cc(OCc)c(OCC)C=c23)cc1OCC.[Cl-],CCOc1ccc(Cc2[nH+]ccc3cc(OCC)c(OCC)cc23)cc1OCC.[Cl-]
CCOc1ccc(NCc2[nH+]ccc3cc(OCC)c(OCC)cc23)cc1OCC.[Cl-],CCOc1ccc(Cc2[nH+]ccc3cc(OCC)c(OCC)cc23)cc1OCC.[Cl-]
CCN(CC)CCc1cc(-c2cccNcc2)no1,CCN(CC)CCc1cc(-c2ccccc2)no1
CCN(CC)CCc1cc(-c2ccccc2)no,CCN(CC)CCc1cc(-c2ccccc2)no1
CCN(CC)CC=c1cc(-c2ccccc2)no1,CCN(CC)CCc1cc(-c2ccccc2)no1
O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(BrCC[NH+]3CCCCC3)no2)cc1,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(CC[NH+]3CCCCC3)no2)cc1
O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(CC[NH+]3CCCCC3)no2)c1,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(CC[NH+]3CCCCC3)no2)cc1
O(C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc=CC[NH+]3CCCCC3)no2)cC1,O=C(O)CC(O)(CC(=O)O)C(=O)[O-].c1ccc(-c2cc(CC[NH+]3CCCCC3)no2)cc1
c1ccc(-c2cc(CCN3CCCC23)no2)cc1,c1ccc(-c2cc(CCN3CCCCC3)no2)cc1
c1ccc(-c2cc(CCN3CCCCC3)no2)cc,c1ccc(-c2cc(CCN3CCCCC3)no2)cc1
c1ccBr(-c2cc(CCN3CCCCC3)n1o2)cc1,c1ccc(-c2cc(CCN3CCCCC3)no2)cc1
