corrupted,correct
CCCCC[N+](CCCCC)(CCCC)CCCCC,CCCCC[N+](CCCCC)(CCCCC)CCCCC
CCCCC[N+](CCCCC)(CCCCC)CCCC,CCCCC[N+](CCCCC)(CCCCC)CCCCC
C[N+](C)(C)c1ccccO(O)c1.[I-],C[N+](C)(C)c1cccc(O)c1.[I-]
C[N+](C)(C)c1cccc(O)c1.,C[N+](C)(C)c1cccc(O)c1.[I-]
C[N+](C)(C)c1cccc(H)c1.[I-],C[N+](C)(C)c1cccc(O)c1.[I-]
Nc1nc(=OHn(C2CC(O)C(COP(=O)(O)O)O2)cc1I,Nc1nc(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1I
Nc1nc(=O)n(C2CC(O)C(C2OP(=O)(O)O)O2)cc1I,Nc1nc(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1I
Nc1nc(=O)n(C2C(O)C(2COP(=O)(O)O)O2)cc1I,Nc1nc(=O)n(C2CC(O)C(COP(=O)(O)O)O2)cc1I
Cc1c2cc1c2c2cc2c1cc(F)Occcccc12,Cc1c2ccccc2cc2c1cc(F)c1ccccc12
Cc1c2ccccc2cc2c1cc(F)c1ccccc,Cc1c2ccccc2cc2c1cc(F)c1ccccc12
Ccc2ccccc2cccc1)c1(F)c1ccccc12,Cc1c2ccccc2cc2c1cc(F)c1ccccc12
O=C1c2cccBrcc2C(=O)c2c1cc(1ccccc21,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21
O=C1c2ccccc2C(=O)c2c1ccc1ccccc,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21
O=C1c2ccccc2C(=O)c2=1ccc1ccccc21,O=C1c2ccccc2C(=O)c2c1ccc1ccccc21
Cc1Nccc2c(ccc3cc4ccccc4cc32)c1,Cc1ccc2c(ccc3cc4ccccc4cc32)c1
Cc1ccc2c(ccc3cc4ccccc4cc32)c,Cc1ccc2c(ccc3cc4ccccc4cc32)c1
Cc1ccc2c(c1c3cc4ccccc4cc32)cc,Cc1ccc2c(ccc3cc4ccccc4cc32)c1
Cc1ccc2ccc3cc4ccccc4cc3c2c,Cc1ccc2ccc3cc4ccccc4cc3c2c1
Cc1ccc2ccc3cc4ccccc4cc3c2c,Cc1ccc2ccc3cc4ccccc4cc3c2c1
Cc1ccc2ccc3cc4ccccc4cc3c2c,Cc1ccc2ccc3cc4ccccc4cc3c2c1
Cc1cccc2ccc3cc4cccc4cc3c12,Cc1cccc2ccc3cc4ccccc4cc3c12
Cc1cccc2ccc3cc4ccccc4cc3c,Cc1cccc2ccc3cc4ccccc4cc3c12
Cc1cccc2ccc3cc4ccccc4cc3c(12,Cc1cccc2ccc3cc4ccccc4cc3c12
C=CC(=O)OCCCCCC,C=CC(=O)OCCCCCCC
C=CC(=O)OCCCCCC,C=CC(=O)OCCCCCCC
C=CC(=O)OCCCCCC,C=CC(=O)OCCCCCCC
C=NCC(=O)OCCCCCCCC,C=CC(=O)OCCCCCCCC
C=CC(=O)OCCCCCCC,C=CC(=O)OCCCCCCCC
C=C2C(=O)OCCCCCCCC,C=CC(=O)OCCCCCCCC
C=CC(=O)OCCCCC,C=CC(=O)OCCCCCC
BrC=CC(=O)O(CCCCC,C=CC(=O)OCCCCCC
C=CC(=O)OCCCCC,C=CC(=O)OCCCCCC
CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.[Cl-]
CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.[Cl-]
CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CC[NH+](C)C)cc1.[Cl-]
CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CCN(C)C)cc,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CCN(C)C)cc1
CCBrOc1ccc(Cc2nc3cccCl)c(Cl)c(3n2CCN(C)C)cc1,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CCN(C)C)cc1
CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CCN(C)C)cc,CCOc1ccc(Cc2nc3cc(Cl)c(Cl)cc3n2CCN(C)C)cc1
COc1cc(CC(C)PO)ccc1O,COc1cc(CC(C)=O)ccc1O
C=1cc(CC(C)=O)ccc1O,COc1cc(CC(C)=O)ccc1O
C)Oc1cc(CC(C)=O)ccc1O,COc1cc(CC(C)=O)ccc1O
O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)[O-])ccc23)c21.[Na+].[Na+].[Na+].[Na+],O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)[O-])ccc23)c1.[Na+].[Na+].[Na+].[Na+]
O=S(=O))([O-]c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)cS3cc(S(=O)(=O)[O-])ccc23)c1.[Na+].[Na+].[Na+].[Na+],O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)[O-])ccc23)c1.[Na+].[Na+].[Na+].[Na+]
O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)[O-])ccc23)c1.[Na+].[Na+].[Na+].,O=S(=O)([O-])c1ccc(S(=O)(=O)[O-])c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)[O-])cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)[O-])ccc23)c1.[Na+].[Na+].[Na+].[Na+]
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)O)ccc23)c,O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)O)ccc23)c1
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)cccccc34)c3cc(S(=O)(=O)O)ccc23Clc1,O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)O)ccc23)c1
O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)1)ccc23)c1,O=S(=O)(O)c1ccc(S(=O)(=O)O)c(N=Nc2ccc(N=Nc3ccc(N=Nc4c(O)c(S(=O)(=O)O)cc5cc(Nc6ccccc6)ccc45)c4ccccc34)c3cc(S(=O)(=O)O)ccc23)c1
CNOc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-],COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-]
COc1cc2c(cc1OC)C1Cc3ccc(C)c(OC)c3C[NH+]1CC2O.[Cl-],COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-]
Oc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-],COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3C[NH+]1CC2.[Cl-]
CN(C)C=CC=CC=(C)C.[O-][Cl+3]([O-])([O-])[O-],CN(C)C=CC=CC=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-]
CN(C)C=CC=CC=[N+](C)C.[O-][Cl+3]([O-])([O-]),CN(C)C=CC=CC=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-]
CN(C)C=CC=CC=[N+](C)C.[O-][Cl+3]([O-]()[O-])[O-],CN(C)C=CC=CC=[N+](C)C.[O-][Cl+3]([O-])([O-])[O-]
CN(C)C=CC=CC=[N+](C),CN(C)C=CC=CC=[N+](C)C
CN(C1)C=CC=CC=[N+](C)C,CN(C)C=CC=CC=[N+](C)C
CN(C)C=CC=CC=[N+](C),CN(C)C=CC=CC=[N+](C)C
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=,CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=O
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(BrO)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=O,CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=O
CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=,CSCCC(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1ccccc1)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C1CCC(=O)N1)C(N)=O
CCOCSC)C(C=NN=C(N)S)=NN=C(N)S,CCOC(C)C(C=NN=C(N)S)=NN=C(N)S
CCOC(C)C(C=NN=C(N)S)=NN=C(N),CCOC(C)C(C=NN=C(N)S)=NN=C(N)S
CCOC(C)C(C=NN=C(N)S)=NN=C(N),CCOC(C)C(C=NN=C(N)S)=NN=C(N)S
CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-,CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-2
CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-,CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-2
CC(=O)N(O)c1ccc2c(c1)CcClcc(F)ccc1-2,CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-2
O=Nc1ccc2c(c1)Cc1ccccc1-,O=Nc1ccc2c(c1)Cc1ccccc1-2
O=Nc1ccc2c(c1cCc1cc)cc1-2,O=Nc1ccc2c(c1)Cc1ccccc1-2
O=Nc1ccc2c(c1)Cc1cccc1-2,O=Nc1ccc2c(c1)Cc1ccccc1-2
CC=O)N(O)C1ccc2ccccc2c1,CC(=O)N(O)c1ccc2ccccc2c1
CC(=O)N(O)c1cc2ccccc2c1,CC(=O)N(O)c1ccc2ccccc2c1
CC(=O)N(O)c1ccc2ccccc2cP1,CC(=O)N(O)c1ccc2ccccc2c1
CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=,CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O
CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3(CC2(C)[C@H]1OC(C)=O,CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O
CC(=O)O[C@@H]1C(2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O,CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O
NC(=O)C=CNC(O)=CN=,NC(=O)C=CNC(O)=CN=O
NC(=O)C=CNC(O)=CN=,NC(=O)C=CNC(O)=CN=O
NC(=O)C=CNC(O)=CN=,NC(=O)C=CNC(O)=CN=O
Cl.c1ccc(CN(CC2=NCCN2)c2cccc2)cc1,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc,Cl.c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c=(O)c1.Cl,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
CCOC(=O)[C@@](C)(N)C1ccc(O)c(O)c1.Cl,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl
CCOC(=O)[C@@](C)(NCc1ccc(O)c(O)c1,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
CCOC(=O)[C@@](C)(N)Cc1cNcc(O)c(O)cCl,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1
N#CC(C#N)=C1Cc2ccccc2C,N#CC(C#N)=C1Cc2ccccc2C1
N#CC(C#N)=C1Cc2ccccc2C,N#CC(C#N)=C1Cc2ccccc2C1
N#CC(C2N)=C1Cc22cccc2C1,N#CC(C#N)=C1Cc2ccccc2C1
N#Cc1cc2ccccc2c2cccBrcc12,N#Cc1cc2ccccc2c2ccccc12
N#Cc1cc2ccccc2c2ccccc,N#Cc1cc2ccccc2c2ccccc12
N#Cc1cc2cccc2c2ccccc12,N#Cc1cc2ccccc2c2ccccc12
CCOP(=O)(OCC)Oc1ccccc,CCOP(=O)(OCC)Oc1ccccc1
CCOP(=O)(OCC)Oc1ccccc,CCOP(=O)(OCC)Oc1ccccc1
CCOP(=O)(OCC)Oc1ccccc,CCOP(=O)(OCC)Oc1ccccc1
CCOP(C1)(=Br)CSCC,CCOP(C)(=O)CSCC
CCOP(C)(=O)CCSCC,CCOP(C)(=O)CSCC
CCOP()(=O)CSCC,CCOP(C)(=O)CSCC
CCOP((O)(CCO)SC,CCOP(=O)(CC)SC
CCOP(=O)(CC)S,CCOP(=O)(CC)SC
CCOP(=O)(CC)S,CCOP(=O)(CC)SC
CC(=O)(=NNc1ccc(C)cc1[N+](=O)[O-]NC(=O)Nc1ccccc1,CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccc1
CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(==)Nc1ccccc1,CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccc1
CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccCl1,CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccc1
O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl),O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl),O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl),O=C(OCCOC(=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
C(=NNc1ccc(Br)cc1Br)c1ccccc1,BrC(=NNc1ccc(Br)cc1Br)c1ccccc1
BrC(=NNc1ccc(Br)cc1Br)c1ccccc,BrC(=NNc1ccc(Br)cc1Br)c1ccccc1
1C(=NNc1ccc(Br)cc1Br)cBrccccc1,BrC(=NNc1ccc(Br)cc1Br)c1ccccc1
O=C(O)c1cc(Cl)ccc1[N+]=(OP)[O-],O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]
O=C(O)c1cc(Cl)ccc1[N+](=O),O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]
O=C(O)1cc(Cl)ccc1[N+](=O)[O-],O=C(O)c1cc(Cl)ccc1[N+](=O)[O-]
O=C(O)c1cc([N+](=O)[O-])ccc1,O=C(O)c1cc([N+](=O)[O-])ccc1Cl
O=C(O)c1cc([N+](=OS))ccc1Cl,O=C(O)c1cc([N+](=O)[O-])ccc1Cl
O=C(O)c1cc([N+](=O)[O-])ccc1,O=C(O)c1cc([N+](=O)[O-])ccc1Cl
OC1O)C(CCN1,O=C(O)C1CCN1
O=C(O)C1CCN,O=C(O)C1CCN1
O=C(O)C1CCN,O=C(O)C1CCN1
CCC(Cl)(Cl)C(=OSO,CCC(Cl)(Cl)C(=O)O
CCC(Cl(Cl)C(=O)O,CCC(Cl)(Cl)C(=O)O
CCC(Cl)(Cl)C(=O),CCC(Cl)(Cl)C(=O)O
CO)(C)CCO,COC(C)CCO
COC(C)CO,COC(C)CCO
CO1(C)COC,COC(C)CCO
CCC=1C(=O)NH(=O)NC1=O,CCC1C(=O)NC(=O)NC1=O
CCC1C(=N)NC(=O)OC1=O,CCC1C(=O)NC(=O)NC1=O
CC1C(=O)NC(=O)NC1=O,CCC1C(=O)NC(=O)NC1=O
CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-]P)cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+],CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+]
CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N(=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])ccP)c(O)c12.[Na+].[Na+].[Na+].[Na+],CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+]
CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].,CC(=O)Nc1ccc(S(=O)(=O)[O-])c2cc(S(=O)(=O)[O-])c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)c4ccc(S(=O)(=O)[O-])cc34)c(O)c12.[Na+].[Na+].[Na+].[Na+]
CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12
CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12
CC(=O)c1Nccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(O)O1cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12,CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12
Cc1nc(=CO)n=(-c2ccccc2)[nH]1,Cc1nc(=O)nc(-c2ccccc2)[nH]1
Cc[nH]nc(=O)nc(-c2ccccc2)1N,Cc1nc(=O)nc(-c2ccccc2)[nH]1
Cc1nc(=O)n(-c2ccccc2)[nH]1,Cc1nc(=O)nc(-c2ccccc2)[nH]1
CCOC(=O)Nc1ccccc1[NH+]C(=O)c2ccccc2N=C1C.[Cl-],CCOC(=O)Nc1ccccc1[NH+]1C(=O)c2ccccc2N=C1C.[Cl-]
CCOC(=O)Nc1ccccc1[NH+]1C(=O)c2c1cccc2N=C1C.[Cl-],CCOC(=O)Nc1ccccc1[NH+]1C(=O)c2ccccc2N=C1C.[Cl-]
CCOC(=O)Nc1ccccc1[NH+]1C(=O)c2ccccc2N=C1C.,CCOC(=O)Nc1ccccc1[NH+]1C(=O)c2ccccc2N=C1C.[Cl-]
CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=,CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=O
CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=,CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=O
CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=,CCOC(=O)Nc1ccccc1-n1c(C)nc2ccccc2c1=O
CCOC(=O)N(Cc1ccccN1)C1CC,CCOC(=O)N(Cc1ccccc1)C1CC1
CCOC(=O)N(Cc1ccccc1)C1CC,CCOC(=O)N(Cc1ccccc1)C1CC1
CCOC(=O)N(Cc1Clccccc1)C1CC1,CCOC(=O)N(Cc1ccccc1)C1CC1
CC1c2ccccc2-c2ccccc,CC1c2ccccc2-c2ccccc21
CC1c2cBrccc2-c2cccc21,CC1c2ccccc2-c2ccccc21
CC1c2Brcccc2-c2ccccc21,CC1c2ccccc2-c2ccccc21
Clc1ccc2(c1)Cc1ccccc1-2,Clc1ccc2c(c1)Cc1ccccc1-2
Clc1ccc2c(c1)Cc1cc=cc1-2,Clc1ccc2c(c1)Cc1ccccc1-2
Clc1ccc2c(1c1)Cc1ccccc1-2,Clc1ccc2c(c1)Cc1ccccc1-2
COcClccc2c(c1)Cc1ccccc1-2,COc1ccc2c(c1)Cc1ccccc1-2
COc1ccc2c(c1)Cc1ccccc-2,COc1ccc2c(c1)Cc1ccccc1-2
COc1Hcc2c(c1)Cc1ccccc1-2,COc1ccc2c(c1)Cc1ccccc1-2
N#Cc1ccc2c)c1(Cc1ccccc1-2,N#Cc1ccc2c(c1)Cc1ccccc1-2
N#Cc1ccc2c(c1)Cc1ccccc1-,N#Cc1ccc2c(c1)Cc1ccccc1-2
N#1cCccc(2c(c1)Cc1ccccc1-2,N#Cc1ccc2c(c1)Cc1ccccc1-2
COP(=S)(Cl),COP(=S)(Cl)Cl
COP(=S)(Cl),COP(=S)(Cl)Cl
COP(=S)(Cl),COP(=S)(Cl)Cl
C(PO=SBr(Cl)OC,COP(=S)(Cl)OC
COP(=S)(ClN)OC,COP(=S)(Cl)OC
COP(=S)(Cl)O,COP(=S)(Cl)OC
CCOP(=S)(Cl)1OCC,CCOP(=S)(Cl)OCC
CCOP(=S)(ClC)OCC,CCOP(=S)(Cl)OCC
CCOP(=S)(Cl)OC,CCOP(=S)(Cl)OCC
CCOP(=S)(OCC)SC,CCOP(=S)(OCC)SCC
CCOP(S)(OCC)SCC,CCOP(=S)(OCC)SCC
CCOP(=S)OCCl)SCC,CCOP(=S)(OCC)SCC
CCOC(=O)c1ccccn,CCOC(=O)c1ccccn1
CCOC(=O)c(ccccn1,CCOC(=O)c1ccccn1
CCOC(=O)c1ccccn,CCOC(=O)c1ccccn1
CC(=O)Nc1cccc(CSOc1,CC(=O)Nc1cccc(CS)c1
CC(=O)Nc1cccc(CS)c,CC(=O)Nc1cccc(CS)c1
CC(=O)Nc1cccc(CS)c,CC(=O)Nc1cccc(CS)c1
Cc1cccc(C)[n+]1C.,Cc1cccc(C)[n+]1C.[I-]
Cc1cccc(C)[n+]1C.,Cc1cccc(C)[n+]1C.[I-]
Cc1cccc(C)[n+]1C.,Cc1cccc(C)[n+]1C.[I-]
Cc1ccc(C)[n+]1C,Cc1cccc(C)[n+]1C
Cc1cccc(C)[n+]1,Cc1cccc(C)[n+]1C
Cc1cccc(C)[n+]1,Cc1cccc(C)[n+]1C
CC1=CC[C@@H](CC[C@@H]3[C@H](CSC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C1,CC1=CC[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C1
CC1=CC[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C,CC1=CC[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C1
CC1=CC[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C,CC1=CC[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@]4(C)O)[C@@]2(C)C1
CCCCOP(=O)(OCCCC)Oc1ccccc,CCCCOP(=O)(OCCCC)Oc1ccccc1
CCCCOP(=O)(OCCCC)Oc1ccccc,CCCCOP(=O)(OCCCC)Oc1ccccc1
CCCCOP(=O)(OCCCC)Oc1ccccc,CCCCOP(=O)(OCCCC)Oc1ccccc1
CCC)CCCC(=O)Cl,CCCCCCC(=O)Cl
PCCCCCCC(=O)Cl,CCCCCCC(=O)Cl
CCCCCCC(O)Cl,CCCCCCC(=O)Cl
Cc1ccc(C)c(C(=O)O)c1,Cc1ccc(C)c(C(=O)O)c1C
Cc1ccc(C)c=C((O)O)c1C,Cc1ccc(C)c(C(=O)O)c1C
Cc1ccc(C)c(C(=O)O)c=,Cc1ccc(C)c(C(=O)O)c1C
